Index,Red,Green,Blue,NIR,SWIR_1,SWIR_2
298,0.08661154,0.07724231,0.051073074,0.3424077,0.18426155,0.08402692
299,0.08997692,0.08106538,0.05640384,0.34248847,0.21753846,0.099965386
300,0.08976153,0.08095769,0.055919226,0.34838462,0.2181577,0.10098846
301,0.08997692,0.08225,0.055649996,0.35341924,0.21226154,0.09923846
302,0.089384615,0.082842305,0.054734614,0.35635385,0.20095384,0.09293846
303,0.08817308,0.08219615,0.052849997,0.35888463,0.18932308,0.086449996
304,0.088523075,0.080661535,0.05330769,0.33212307,0.18652308,0.088092305
305,0.08925,0.08111923,0.05575769,0.3250423,0.20515385,0.09786538
306,0.08865769,0.080446154,0.054761536,0.32482693,0.20413077,0.096599996
307,0.08976153,0.082088456,0.05640384,0.33193463,0.20227309,0.095630765
308,0.089061536,0.08068846,0.056323074,0.33083078,0.20736153,0.097380765
309,0.08510385,0.07285384,0.045473073,0.38131154,0.16482307,0.06927308
310,0.08351538,0.06808846,0.03758461,0.45909232,0.18092307,0.06916538
311,0.08346154,0.06736153,0.038823072,0.37975,0.14716154,0.057023074
312,0.08200769,0.05788461,0.03906538,0.17758462,0.07379615,0.030261533
313,0.08308461,0.06765769,0.037449997,0.45920002,0.17548461,0.066473074
314,0.08321923,0.07196538,0.038069226,0.42659616,0.17599615,0.067765385
315,0.083703846,0.07473846,0.039630767,0.4114654,0.16463462,0.064265385
316,0.08429615,0.07597692,0.041299995,0.40581155,0.15227692,0.06073846
317,0.08332692,0.07406538,0.04030384,0.38508078,0.14761923,0.058880765
318,0.08305769,0.06991923,0.037799995,0.40486923,0.16083845,0.062973075
319,0.08278846,0.06956923,0.03747692,0.43181923,0.17007308,0.06507307
320,0.08286923,0.06757692,0.037261534,0.4295577,0.16993846,0.06491154
321,0.08335385,0.070403844,0.038473073,0.40406156,0.16258846,0.06423846
322,0.083273076,0.070511535,0.03812307,0.43645,0.1687,0.06582692
323,0.08321923,0.07107692,0.038473073,0.4165,0.16275,0.06407692
324,0.08636923,0.07600384,0.047680765,0.35105002,0.17185,0.07659615
325,0.088846155,0.079126924,0.05505769,0.33551538,0.20703846,0.09323461
326,0.08857692,0.07971923,0.054438457,0.35102308,0.21390384,0.09816153
327,0.08914231,0.08031154,0.055111535,0.35729617,0.21425384,0.098780766
328,0.089734614,0.08176538,0.055192303,0.35691923,0.20574616,0.09573846
329,0.089411534,0.081523076,0.05373846,0.3541731,0.19686154,0.09075769
330,0.08696154,0.07877692,0.04948461,0.3598,0.18167692,0.08211538
331,0.08693461,0.078696154,0.050642304,0.34235385,0.1796577,0.08324615
332,0.08868461,0.08074231,0.054599997,0.3242077,0.19551538,0.09371923
333,0.08871154,0.08068846,0.055111535,0.3279231,0.20116924,0.09495769
334,0.08868461,0.080338456,0.05481538,0.32789615,0.20151924,0.095199995
335,0.085373074,0.07298846,0.047061536,0.36499617,0.15849616,0.06738846
336,0.08308461,0.067442305,0.03720769,0.47373846,0.18019615,0.067442305
337,0.08308461,0.06431923,0.039092302,0.3392577,0.13563846,0.05368461
338,0.08225,0.059149995,0.03960384,0.17521538,0.06577308,0.025819227
339,0.083165385,0.06695769,0.03693846,0.44721925,0.17306153,0.065369226
340,0.083192304,0.07043076,0.03817692,0.4342154,0.17486538,0.06695769
341,0.08367692,0.07406538,0.039711535,0.4043846,0.16326153,0.06474999
342,0.08332692,0.07441538,0.040007688,0.39585,0.14743076,0.059176918
343,0.08308461,0.07218076,0.038473073,0.39302307,0.15575,0.06205769
344,0.08308461,0.069973074,0.037261534,0.42479232,0.17273846,0.06652692
345,0.08303077,0.06870769,0.037073072,0.44953462,0.17704615,0.067549996
346,0.082411535,0.066688456,0.036049996,0.42821154,0.16673462,0.063430764
347,0.08292308,0.06827692,0.03758461,0.41431925,0.1701,0.06577308
348,0.08286923,0.07010769,0.037261534,0.4338654,0.16810769,0.06550384
349,0.08311154,0.07080769,0.039576918,0.3988654,0.15580384,0.06221923
350,0.087984614,0.07648846,0.051961534,0.31594232,0.16608846,0.077161536
351,0.09078462,0.08041923,0.059338458,0.3255,0.2136077,0.10082692
352,0.08876538,0.08111923,0.054034613,0.36195385,0.20967692,0.096842304
353,0.089384615,0.08047307,0.055273075,0.35457695,0.20940769,0.09630384
354,0.08922307,0.08138846,0.053819228,0.3539577,0.19726539,0.09183461
355,0.08790384,0.07961153,0.052392304,0.3588577,0.19241923,0.08830769
356,0.087769225,0.08047307,0.05077692,0.37643847,0.18388462,0.08286923
357,0.08642308,0.07764615,0.049349997,0.35105002,0.16619615,0.0716423
358,0.0889,0.08058076,0.05357692,0.34146538,0.18692693,0.08467308
359,0.087634616,0.08015,0.05314615,0.34628463,0.18776155,0.08620769
360,0.08443077,0.07121154,0.04264615,0.40753463,0.1645,0.067765385
361,0.083273076,0.06816923,0.03785384,0.46776155,0.17753077,0.06674231
