Index,Red,Green,Blue,NIR,SWIR_1,SWIR_2
79,0.089842305,0.08356923,0.05734615,0.33748078,0.19853078,0.090703845
80,0.08871154,0.08225,0.05505769,0.32585,0.1869,0.085049994
81,0.08682692,0.07296154,0.04719615,0.28148076,0.15163077,0.06803461
82,0.08607308,0.072261535,0.046119228,0.2858423,0.14689231,0.06542307
83,0.08593846,0.07468461,0.046173073,0.31761155,0.16040769,0.07067307
84,0.0854,0.07452308,0.044853844,0.3301308,0.16051538,0.072261535
85,0.08461923,0.072261535,0.040842302,0.33538076,0.14656924,0.061061535
86,0.083273076,0.07158846,0.039307687,0.33524618,0.14048462,0.059930768
87,0.08467308,0.07266538,0.04404615,0.29903463,0.15432307,0.071049996
88,0.08599231,0.07436153,0.047949996,0.29435,0.16905001,0.07667692
89,0.08706923,0.07385,0.050049998,0.28059232,0.17225385,0.0817923
90,0.08978846,0.07665,0.058369227,0.24693847,0.19241923,0.097380765
91,0.09091923,0.07543846,0.060549997,0.21581538,0.21315001,0.11191923
92,0.08986923,0.07546538,0.055273075,0.25881153,0.20092693,0.0994
93,0.0884423,0.073553845,0.054438457,0.2542077,0.20499231,0.10586154
94,0.09148461,0.069515385,0.06049615,0.16808078,0.23961538,0.13159999
95,0.09078462,0.070511535,0.060792305,0.17158078,0.22898076,0.1272923
96,0.09153846,0.0721,0.06326923,0.16517308,0.24521539,0.13582692
97,0.09097307,0.06994615,0.060899995,0.15852308,0.21088846,0.11840769
98,0.08865769,0.06620384,0.05451923,0.15911539,0.15071538,0.08526538
99,0.08782308,0.06617692,0.053065382,0.16035384,0.17451538,0.09633077
100,0.090165384,0.06924615,0.058503844,0.16051538,0.21107693,0.11838077
101,0.09272307,0.07395769,0.06585384,0.17279232,0.23905,0.13445385
102,0.097273074,0.080984615,0.075869225,0.20429231,0.26139617,0.14374231
103,0.0971923,0.08130769,0.07562692,0.20531538,0.26877308,0.15066154
104,0.09861923,0.08451153,0.077511534,0.23517308,0.2608846,0.14452308
105,0.092884615,0.08117308,0.06442692,0.2518923,0.22693461,0.12153077
106,0.093423076,0.08351538,0.06474999,0.2917923,0.22211538,0.11369615
107,0.09207692,0.08157692,0.06267692,0.27658078,0.22720385,0.11388461
108,0.09062307,0.07866923,0.05785769,0.26349616,0.22491539,0.11140769
109,0.09417692,0.08165769,0.06582692,0.27103463,0.24174231,0.12177308
110,0.09205,0.082949996,0.062649995,0.3003,0.22529231,0.11151538
111,0.08881923,0.08168461,0.05422307,0.32310385,0.19788462,0.09186154
112,0.08846923,0.08222307,0.05446538,0.32407308,0.18881154,0.085561536
113,0.08752692,0.07939615,0.05101923,0.31949615,0.1758077,0.07831923
114,0.08410769,0.06714615,0.042861536,0.21554616,0.09390769,0.041353844
115,0.08276153,0.060280766,0.039523073,0.16326153,0.06547692,0.03136538
116,0.084,0.06367307,0.042134613,0.18964615,0.079261534,0.036453843
117,0.08397307,0.06903077,0.04256538,0.2508154,0.098349996,0.04447692
118,0.08356923,0.07067307,0.041299995,0.27784616,0.1204,0.05166538
119,0.08408076,0.073149994,0.04086923,0.32512307,0.14263846,0.05936538
120,0.08577692,0.073230766,0.045123074,0.3113923,0.15451154,0.06870769
121,0.087230764,0.0730423,0.047411535,0.28196537,0.15674615,0.06994615
122,0.08628846,0.073015384,0.044988457,0.30280384,0.15507692,0.06806154
123,0.0866923,0.07492692,0.04910769,0.30137694,0.16546923,0.07463077
124,0.086449996,0.074765384,0.047384612,0.3139231,0.16533461,0.07393077
125,0.08596538,0.07376923,0.046011534,0.3115,0.15954615,0.070080765
126,0.0852923,0.073015384,0.04436923,0.30293846,0.15303077,0.067873076
127,0.084915385,0.07261153,0.043723073,0.31001922,0.15580384,0.06884231
128,0.0866923,0.074092306,0.049942303,0.29405385,0.17424616,0.08036538
129,0.08935769,0.077161536,0.05777692,0.27515385,0.19912308,0.09818846
130,0.09293846,0.08082307,0.06911153,0.25310385,0.22079615,0.11515
131,0.092776924,0.07877692,0.0628923,0.2522423,0.21794231,0.112780765
132,0.08774231,0.0742,0.050561536,0.29155,0.20087308,0.096169226
133,0.09056923,0.07325769,0.058773074,0.2123423,0.22023077,0.11655
134,0.092023075,0.07088846,0.062623076,0.15814616,0.21298847,0.11996923
135,0.092884615,0.07204615,0.063969225,0.17365384,0.23703077,0.13176154
136,0.091134615,0.070834614,0.061761536,0.1659,0.24152693,0.13528846
137,0.089411534,0.07075384,0.057830766,0.17666923,0.21382308,0.11940385
138,0.08453846,0.06507307,0.04544615,0.19917692,0.123684615,0.06617692
139,0.08817308,0.071480766,0.05575769,0.19705,0.17106923,0.09765
140,0.09221154,0.07543846,0.063511536,0.18797693,0.21183077,0.11776154
141,0.095173076,0.078696154,0.068869226,0.19836923,0.21236923,0.11961923
142,0.09415,0.07778077,0.06722692,0.20262308,0.20792693,0.11256538
143,0.098565385,0.08499615,0.07525,0.24798846,0.23896924,0.12998462
144,0.09754231,0.08418846,0.0712923,0.26290384,0.23011154,0.119861536
145,0.09406923,0.082842305,0.06474999,0.2826923,0.21177693,0.10691154
146,0.09493077,0.08324615,0.06773846,0.27843848,0.22278847,0.11283462
147,0.091026925,0.07899231,0.060630765,0.25474617,0.22257309,0.11315769
148,0.09336923,0.08165769,0.065153845,0.27273077,0.22860385,0.11474615
149,0.09444615,0.084053844,0.06671538,0.28945002,0.23452693,0.11428846
150,0.09062307,0.08146923,0.056592304,0.30802694,0.19807307,0.09258846
151,0.087769225,0.07963846,0.05174615,0.31389615,0.18016922,0.08200769
152,0.08569615,0.075196154,0.04681923,0.28718847,0.14958462,0.06870769
153,0.085373074,0.07691923,0.044530764,0.37835002,0.15227692,0.06553077
154,0.08340769,0.073015384,0.04159615,0.34022692,0.13122308,0.056349996
155,0.08114615,0.057373073,0.036749996,0.107961535,0.04218846,0.021403842
156,0.080230765,0.053253844,0.03354615,0.06892307,0.028457688,0.012330764
157,0.08254615,0.059823073,0.039792303,0.16161923,0.04964615,0.023099996
158,0.082949996,0.061465383,0.041353844,0.15526539,0.056457687,0.029588457
159,0.08351538,0.061034612,0.041434612,0.14385,0.072907686,0.035484612
160,0.08564231,0.070834614,0.04579615,0.2526731,0.11606538,0.053523075
161,0.0849423,0.0735,0.04412692,0.28953078,0.13932693,0.060657687
162,0.08435,0.073230766,0.04237692,0.31516156,0.13639231,0.05898846
163,0.0849423,0.073580764,0.043023072,0.32523078,0.1454923,0.0628923
164,0.08717692,0.07333846,0.048380766,0.28481925,0.15130769,0.06825
165,0.08790384,0.0756,0.053711534,0.2801077,0.1635577,0.0784
166,0.087096155,0.074092306,0.048892304,0.2995731,0.15324615,0.07059231
167,0.08830769,0.07565384,0.05287692,0.29671922,0.175,0.079261534
168,0.08653077,0.07578846,0.048192304,0.3243154,0.17763846,0.0784
169,0.087769225,0.07643461,0.05123461,0.30086538,0.18124616,0.08343461
170,0.08564231,0.073015384,0.04407307,0.31483847,0.15658462,0.067549996
171,0.08421538,0.071911536,0.041999996,0.3202231,0.14126538,0.060011536
172,0.08620769,0.074119225,0.048353843,0.30207694,0.17063846,0.076515384
173,0.089411534,0.07778077,0.057588458,0.27932692,0.19915,0.09557692
174,0.09164615,0.08006923,0.06367307,0.26906922,0.21323077,0.10766538
175,0.09285769,0.078265384,0.06625769,0.22868462,0.22297692,0.118999995
176,0.086799994,0.07331154,0.048542306,0.28573462,0.18805769,0.08935769
177,0.088953845,0.07328461,0.05400769,0.2531577,0.2028923,0.104784615
178,0.09328846,0.07500769,0.06512692,0.1822423,0.20878847,0.11808462
179,0.093746156,0.074119225,0.06574615,0.17957692,0.2130423,0.12126154
180,0.09283077,0.07325769,0.063080765,0.1870077,0.22510386,0.12303846
181,0.092238456,0.07320385,0.062649995,0.19026539,0.23549616,0.12591922
182,0.085373074,0.062973075,0.04579615,0.15356924,0.13919231,0.07121154
183,0.08650384,0.06590769,0.048542306,0.18628077,0.12648462,0.059338458
184,0.09320769,0.077,0.06523461,0.20706539,0.18073462,0.099884614
185,0.09433846,0.077942304,0.066123076,0.20895,0.18253846,0.099992305
186,0.09272307,0.075869225,0.06305385,0.20445384,0.17672308,0.0973
187,0.09541538,0.08082307,0.069192305,0.22521155,0.20539616,0.11078846
188,0.09651923,0.084053844,0.071830764,0.25170386,0.21993461,0.11773461
189,0.093880765,0.082734615,0.065046154,0.27388847,0.21142693,0.10634615
190,0.09164615,0.07988077,0.061061535,0.26198846,0.2212,0.11173077
191,0.091026925,0.07958461,0.06100769,0.26136923,0.22295,0.112753846
192,0.093880765,0.08346154,0.066042304,0.28893846,0.22499615,0.112430766
193,0.094526924,0.08531923,0.06736153,0.30388078,0.22846924,0.113534614
194,0.09280384,0.084134616,0.0628923,0.308,0.22009616,0.10588846
195,0.089384615,0.080876924,0.055461533,0.30826923,0.19443846,0.09172692
196,0.08663846,0.07686538,0.04797692,0.30538848,0.15943846,0.07118461
197,0.07845385,0.047007687,0.029373072,0.023126919,0.0066230716,0.0033115332
198,0.078911535,0.047788456,0.030584611,0.028969226,0.007699995,0.004361533
199,0.08082307,0.055515382,0.035699997,0.11111154,0.052849997,0.024499996
200,0.09051538,0.07043076,0.05788461,0.18811154,0.14942308,0.073553845
201,0.088065386,0.075088456,0.05193461,0.2909577,0.16557692,0.08103846
202,0.08585769,0.07597692,0.047249995,0.32533848,0.15429616,0.068223074
203,0.08642308,0.077592306,0.04681923,0.33077693,0.16048846,0.07056538
204,0.08496923,0.07589615,0.04221538,0.3785923,0.16129616,0.0665
205,0.08305769,0.06606923,0.039899997,0.2416077,0.09304615,0.040842302
206,0.08025769,0.054707687,0.03518846,0.06154615,0.027192304,0.015103841
207,0.08257307,0.0628923,0.041057687,0.14317693,0.07029615,0.033411533
208,0.08480769,0.07021538,0.04407307,0.23980385,0.116603844,0.05150384
209,0.08496923,0.072369225,0.04380384,0.29776925,0.13413078,0.05788461
210,0.08612692,0.075842306,0.045230765,0.32477307,0.15324615,0.065692306
211,0.08639615,0.076192304,0.047142304,0.3161846,0.16038077,0.07075384
212,0.08663846,0.07473846,0.04652307,0.30743462,0.15421538,0.06857307
213,0.08653077,0.07438846,0.04827307,0.2987923,0.15281539,0.06884231
214,0.087230764,0.07379615,0.049565382,0.287,0.15181923,0.071049996
215,0.08626153,0.07296154,0.047142304,0.29510385,0.14845385,0.06628461
216,0.08741923,0.07525,0.050023075,0.30056924,0.16135,0.073149994
217,0.08717692,0.075411536,0.04953846,0.30380002,0.16856539,0.07605769
218,0.086665384,0.07589615,0.049242303,0.3138154,0.16700384,0.074549995
219,0.085911535,0.073903844,0.045580767,0.32183847,0.15518461,0.068330765
220,0.08467308,0.07288077,0.041703843,0.33075002,0.14805,0.06391538
221,0.08421538,0.071938455,0.041326918,0.3323923,0.14368846,0.06022692
222,0.08429615,0.07053846,0.043319225,0.31185,0.14705385,0.0632423
223,0.08803846,0.07452308,0.05209615,0.28578848,0.16969615,0.080661535
224,0.08954615,0.07697307,0.057669226,0.26874617,0.19484231,0.094661534
225,0.09250769,0.0782923,0.06316154,0.25235,0.20534231,0.1038423
226,0.087096155,0.07234231,0.049699996,0.2627423,0.1757,0.08394615
227,0.08715,0.07239615,0.04824615,0.28899232,0.17769231,0.085453846
228,0.092669226,0.07538461,0.06273077,0.20846538,0.21180385,0.11601154
229,0.09600769,0.07875,0.07010769,0.19998461,0.21753846,0.12266154
230,0.09528077,0.079369225,0.070188455,0.2129077,0.21296154,0.11856923
231,0.09412307,0.07565384,0.06889615,0.19153076,0.22324616,0.12376539
232,0.09498461,0.076192304,0.06835769,0.20353846,0.19061539,0.10661538
233,0.0936923,0.08122692,0.06851923,0.22798462,0.19540769,0.10605
234,0.09326154,0.079261534,0.06531538,0.23191538,0.18334615,0.096492305
235,0.09406923,0.08036538,0.06709231,0.22776924,0.18022308,0.09533461
236,0.090165384,0.07522307,0.056834612,0.23272309,0.15798461,0.081011534
237,0.09250769,0.07850769,0.06197692,0.22321923,0.1768577,0.09304615
238,0.094419226,0.083703846,0.0665,0.28323078,0.19928461,0.09991153
239,0.09250769,0.084,0.06205769,0.3091308,0.19303846,0.0938
240,0.091,0.07982692,0.057265382,0.27442694,0.21048462,0.10421923
241,0.09404231,0.084592305,0.06485769,0.29863077,0.21958461,0.10736923
242,0.09439231,0.08658461,0.06625769,0.30770385,0.2237577,0.10893077
243,0.094419226,0.08521154,0.067549996,0.3025077,0.2286577,0.11165
244,0.09401538,0.08486154,0.06598846,0.30350384,0.22841538,0.11181153
245,0.091,0.084,0.059661534,0.31588846,0.21043077,0.099130765
246,0.08733846,0.079369225,0.049861535,0.3095077,0.17228077,0.07788846
247,0.087769225,0.07395769,0.053065382,0.24745001,0.13084616,0.06623077
248,0.08122692,0.05909615,0.036723074,0.14533077,0.05330769,0.023099996
249,0.07861538,0.049053844,0.029534612,0.06671538,0.014026918,0.0062192255
250,0.07875,0.053253844,0.03109615,0.12056154,0.027057689,0.012411534
251,0.078265384,0.051315382,0.030530766,0.07185769,0.022911534,0.010903841
252,0.07745769,0.04856923,0.029184612,0.056888457,0.01806538,0.008049995
253,0.07834615,0.04800384,0.029911535,0.025388457,0.007942302,0.005249995
254,0.07931538,0.05373846,0.03241538,0.109173074,0.03529615,0.016369225
255,0.08278846,0.06348461,0.04439615,0.1383577,0.112107694,0.06399615
256,0.087230764,0.073553845,0.050130766,0.27493846,0.13865384,0.06335
257,0.084592305,0.07500769,0.04326538,0.34399617,0.15243846,0.06302692
258,0.085561536,0.07718846,0.04587692,0.33233848,0.15992308,0.06851923
259,0.084592305,0.07638077,0.041542303,0.39089617,0.16339615,0.0672
260,0.08432307,0.073580764,0.041569225,0.3630308,0.14080769,0.05750769
261,0.081549995,0.057992306,0.03572692,0.13243462,0.054923072,0.02401538
262,0.08093077,0.05610769,0.035619225,0.08553461,0.041542303,0.019276919
263,0.08456538,0.07438846,0.04272692,0.3017,0.13639231,0.056161534
264,0.08612692,0.07702692,0.045634612,0.33877307,0.16196923,0.06911153
265,0.087634616,0.07783461,0.05150384,0.30536154,0.1667077,0.0756
266,0.087984614,0.07724231,0.052284613,0.2959654,0.16778462,0.077
267,0.08801153,0.07595,0.05042692,0.2937577,0.16366538,0.074873075
268,0.088523075,0.07670385,0.051449995,0.29526538,0.16415,0.07457692
269,0.08717692,0.074873075,0.04832692,0.30266923,0.15386538,0.069084615
270,0.08628846,0.0742,0.045473073,0.3119577,0.14861539,0.064292304
271,0.0861,0.07551923,0.045257688,0.33276924,0.15860385,0.06816923
272,0.085561536,0.07500769,0.04439615,0.33077693,0.1625077,0.06870769
273,0.08451153,0.07336538,0.041623075,0.33861154,0.14374231,0.06195
274,0.08424231,0.07309615,0.041111536,0.3207077,0.1435,0.060011536
275,0.084134616,0.07253077,0.04113846,0.33906925,0.14102307,0.05828846
276,0.083730765,0.072907686,0.039819226,0.3564346,0.14557308,0.06154615
277,0.08343461,0.06986538,0.040653843,0.32340002,0.13313462,0.05785769
278,0.08496923,0.07123846,0.044988457,0.29152307,0.13851923,0.06283846
279,0.08717692,0.073230766,0.052123073,0.26462692,0.16536154,0.08079615
280,0.087769225,0.07199231,0.050211534,0.2649231,0.16598077,0.079261534
281,0.08507692,0.07032307,0.044961534,0.29569617,0.15394616,0.0712923
282,0.0875,0.07175,0.049080767,0.28788847,0.17131154,0.08111923
283,0.091,0.07471154,0.059553843,0.22825386,0.19099231,0.10007308
284,0.09406923,0.07875,0.06827692,0.21201923,0.21153462,0.11781538
285,0.09686923,0.08163077,0.074442305,0.21823846,0.21511538,0.120076925
286,0.09689615,0.08149615,0.075088456,0.21271923,0.21333846,0.12010384
287,0.09751538,0.08249231,0.0751423,0.2128,0.21573462,0.11991538
288,0.09468846,0.08095769,0.0695423,0.23447308,0.19212309,0.10195769
289,0.091134615,0.07778077,0.0602,0.26244617,0.17745,0.088953845
290,0.09065,0.077619225,0.05785769,0.26244617,0.17395,0.0861
291,0.087553844,0.07460384,0.05174615,0.2623654,0.16587308,0.07982692
292,0.08954615,0.07597692,0.05656538,0.25743845,0.1743,0.08698846
293,0.09097307,0.08031154,0.05979615,0.2885346,0.18999615,0.09126923
294,0.08914231,0.08093077,0.054734614,0.31763846,0.18649615,0.086449996
295,0.08779615,0.08068846,0.051180765,0.31386924,0.17920001,0.084269226
296,0.09358461,0.08628846,0.0637,0.30861923,0.20418462,0.100315385
297,0.0938,0.08618077,0.06491154,0.31378847,0.21339232,0.10545769
298,0.094661534,0.08628846,0.06641923,0.31222692,0.22593847,0.11043846
299,0.09404231,0.08639615,0.06442692,0.31981924,0.22510386,0.10836539
300,0.091161534,0.08424231,0.060792305,0.3190923,0.2098923,0.09816153
301,0.088199995,0.074334614,0.049592305,0.2655154,0.17236154,0.08028461
302,0.08811923,0.07522307,0.051773075,0.273,0.16697693,0.07931538
303,0.08876538,0.07468461,0.054169226,0.26395386,0.17249615,0.083192304
304,0.09218461,0.076273076,0.063969225,0.22626154,0.21296154,0.11533846
305,0.09363846,0.077080764,0.06232692,0.22227693,0.22569616,0.11902692
306,0.08836154,0.075330764,0.051315382,0.2826923,0.16888846,0.08163077
307,0.08550769,0.07309615,0.046065383,0.30000386,0.13267693,0.06046923
308,0.08424231,0.06827692,0.04571538,0.20084615,0.092130765,0.047599997
309,0.08017692,0.05435769,0.03540384,0.078696154,0.03626538,0.02129615
310,0.078265384,0.04948461,0.030692304,0.05373846,0.017823072,0.008346149
311,0.07807692,0.04851538,0.029292304,0.06641923,0.017769227,0.0069192257
312,0.07834615,0.04832692,0.029049996,0.06111538,0.016396148,0.0075653796
313,0.078373075,0.048892304,0.029857688,0.065584615,0.016019225,0.0075923027
314,0.081092305,0.058853842,0.03809615,0.13798077,0.079126924,0.036588456
315,0.08989615,0.07045769,0.055892304,0.19659232,0.18601154,0.089949995
316,0.08997692,0.07670385,0.058099996,0.27458847,0.17090769,0.081442304
317,0.08577692,0.07363461,0.04641538,0.30668077,0.14075385,0.06310769
318,0.08626153,0.07495385,0.04641538,0.3029923,0.15553461,0.06884231
319,0.08475384,0.07600384,0.04194615,0.35471153,0.15733846,0.0649923
320,0.084161535,0.076730765,0.04057307,0.41423848,0.16487692,0.066042304
321,0.08311154,0.069299996,0.04043846,0.2944577,0.10755769,0.04533846
322,0.07998846,0.052473072,0.033923075,0.06725384,0.025092304,0.011253841
323,0.08243846,0.06453461,0.039576918,0.19928461,0.08025769,0.035592303
324,0.08575,0.07646154,0.044153843,0.35411924,0.16423076,0.06773846
325,0.08785,0.07842692,0.051773075,0.30899617,0.17688462,0.08206154
326,0.0870423,0.07745769,0.05026538,0.31397694,0.16592692,0.07511538
327,0.08785,0.077,0.05034615,0.31319615,0.17101538,0.077
328,0.08690769,0.077619225,0.046199996,0.33979616,0.16291153,0.07123846
329,0.08626153,0.07753846,0.046603844,0.3395,0.16129616,0.07002692
330,0.08583077,0.07702692,0.044019226,0.34563845,0.16065,0.06819615
331,0.085049994,0.07767308,0.042134613,0.36752692,0.15841539,0.06598846
332,0.08507692,0.06975769,0.045230765,0.2528077,0.11797692,0.05696923
333,0.085346155,0.06631154,0.044773072,0.1996077,0.11913461,0.053334612
334,0.08564231,0.06631154,0.046549994,0.21333846,0.11073461,0.05451923
335,0.08445769,0.06773846,0.042538457,0.24529615,0.11095,0.049457688
336,0.08391923,0.07207307,0.039442305,0.3526923,0.1486423,0.060873073
337,0.083730765,0.070053846,0.041003842,0.32813847,0.13816923,0.057749998
338,0.084134616,0.06983846,0.043049995,0.29811925,0.12869231,0.057561535
339,0.08453846,0.06838461,0.04369615,0.26651153,0.12874615,0.05812692
340,0.08445769,0.06846538,0.04232307,0.2939731,0.1346423,0.06221923
341,0.086449996,0.07245,0.047707688,0.28977308,0.16571154,0.07724231
342,0.09312692,0.07885769,0.06593461,0.2396423,0.21826538,0.11824615
343,0.093423076,0.07866923,0.063834615,0.2403423,0.21646154,0.113534614
344,0.094419226,0.07988077,0.06752308,0.22871155,0.20706539,0.11027692
345,0.09622308,0.08138846,0.07242307,0.22216924,0.20321539,0.113103844
346,0.09848461,0.084592305,0.078023076,0.23622309,0.21099615,0.11415385
347,0.09557692,0.08200769,0.07145385,0.2457,0.20221923,0.10895769
348,0.08943846,0.07317692,0.056349996,0.24338461,0.17225385,0.08736538
349,0.08566923,0.07037692,0.04800384,0.25208077,0.15758076,0.07670385
350,0.08701538,0.072584614,0.05077692,0.24704616,0.15927692,0.07918077
351,0.08615384,0.07347307,0.047923073,0.26845,0.16377307,0.079126924
352,0.08515769,0.07131923,0.046011534,0.25765386,0.15461923,0.072369225
353,0.085346155,0.0742,0.047815382,0.27959615,0.15908846,0.07721538
354,0.08561538,0.07753846,0.047142304,0.31949615,0.16684231,0.076946154
355,0.08825384,0.07667692,0.049888458,0.30207694,0.15618077,0.070942305
356,0.09129615,0.080876924,0.058530767,0.2987923,0.1800077,0.08639615
357,0.0936923,0.08642308,0.06496538,0.3239654,0.21928847,0.10596923
358,0.09476923,0.08741923,0.06768461,0.31820387,0.22801155,0.11119231
359,0.09215769,0.08480769,0.06208461,0.31368077,0.21185769,0.10190384
360,0.08954615,0.08184615,0.056053843,0.31386924,0.19608077,0.09078462
361,0.08085,0.054653842,0.038149998,0.09054231,0.05276923,0.028538458
362,0.07877692,0.04964615,0.032092303,0.055084612,0.020299995,0.010957687
363,0.08157692,0.05812692,0.03688461,0.16732693,0.06402308,0.027192304
364,0.084915385,0.074657686,0.045042302,0.31403077,0.13873461,0.06348461
365,0.089519225,0.07640769,0.05411538,0.27862692,0.16921154,0.07974615
366,0.087230764,0.07562692,0.04964615,0.29122692,0.15472692,0.07239615
367,0.09051538,0.076515384,0.057265382,0.2585423,0.18940385,0.09571154
368,0.08970769,0.07648846,0.05570384,0.26290384,0.17828462,0.08787692
